Date,Country,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths,Stringency Index,Government Response Index,Containment Index,Economic Support Index
10/2/2020,US,1,68,0,0,5.56,8.33,9.52,0.0
11/2/2020,US,2,70,0,0,5.56,8.33,9.52,0.0
12/2/2020,US,1,71,0,0,5.56,8.33,9.52,0.0
13/2/2020,US,2,73,0,0,5.56,8.33,9.52,0.0
14/2/2020,US,1,74,0,0,5.56,8.33,9.52,0.0
15/2/2020,US,2,76,0,0,5.56,8.33,9.52,0.0
16/2/2020,US,3,79,0,0,5.56,8.33,9.52,0.0
17/2/2020,US,2,81,0,0,5.56,8.33,9.52,0.0
18/2/2020,US,0,81,0,0,5.56,8.33,9.52,0.0
19/2/2020,US,6,87,0,0,5.56,8.33,9.52,0.0
20/2/2020,US,0,87,0,0,5.56,8.33,9.52,0.0
21/2/2020,US,1,88,0,0,5.56,8.33,9.52,0.0
22/2/2020,US,2,90,0,0,5.56,8.33,9.52,0.0
23/2/2020,US,9,99,0,0,5.56,8.33,9.52,0.0
24/2/2020,US,2,101,0,0,5.56,8.33,9.52,0.0
25/2/2020,US,1,102,0,0,5.56,8.33,9.52,0.0
26/2/2020,US,4,106,0,0,5.56,8.33,9.52,0.0
27/2/2020,US,5,111,0,0,5.56,8.33,9.52,0.0
28/2/2020,US,4,115,0,0,5.56,10.42,11.9,0.0
29/2/2020,US,11,126,1,1,5.56,10.42,11.9,0.0
1/3/2020,US,8,134,0,1,8.33,11.98,13.69,0.0
2/3/2020,US,19,153,5,6,11.11,13.54,15.48,0.0
3/3/2020,US,24,177,1,7,11.11,13.54,15.48,0.0
4/3/2020,US,41,218,4,11,11.11,15.62,17.86,0.0
5/3/2020,US,38,256,1,12,20.37,20.83,23.81,0.0
6/3/2020,US,44,300,2,14,20.37,20.83,23.81,0.0
7/3/2020,US,81,381,3,17,20.37,20.83,23.81,0.0
8/3/2020,US,78,459,4,21,20.37,20.83,23.81,0.0
9/3/2020,US,98,557,1,22,20.37,20.83,23.81,0.0
10/3/2020,US,191,748,6,28,20.37,21.61,24.7,0.0
11/3/2020,US,301,1049,5,33,21.76,22.4,25.6,0.0
12/3/2020,US,374,1423,10,43,30.09,27.08,30.95,0.0
13/3/2020,US,368,1791,8,51,30.09,29.17,33.33,0.0
14/3/2020,US,532,2323,7,58,35.65,34.38,39.29,0.0
15/3/2020,US,443,2766,12,70,41.2,37.5,42.86,0.0
16/3/2020,US,536,3302,27,97,52.31,43.75,50.0,0.0
17/3/2020,US,1381,4683,37,134,55.09,45.31,51.79,0.0
18/3/2020,US,1055,5738,60,194,55.09,45.31,51.79,0.0
19/3/2020,US,3108,8846,72,266,67.13,52.08,59.52,0.0
20/3/2020,US,3765,12611,106,372,67.13,52.08,59.52,0.0
21/3/2020,US,5045,17656,103,475,72.69,55.21,63.1,0.0
22/3/2020,US,3743,21399,128,603,72.69,55.21,63.1,0.0
23/3/2020,US,6037,27436,189,792,72.69,55.21,63.1,0.0
24/3/2020,US,9032,36468,241,1033,72.69,55.21,63.1,0.0
25/3/2020,US,11224,47692,336,1369,72.69,55.21,63.1,0.0
26/3/2020,US,10786,58478,416,1785,72.69,55.21,63.1,0.0
27/3/2020,US,14073,72551,519,2304,72.69,63.02,63.1,62.5
28/3/2020,US,17135,89686,673,2977,72.69,63.02,63.1,62.5
29/3/2020,US,18547,108233,592,3569,72.69,63.02,63.1,62.5
30/3/2020,US,19444,127677,711,4280,72.69,63.02,63.1,62.5
31/3/2020,US,18136,145813,1082,5362,72.69,63.02,63.1,62.5
1/4/2020,US,22395,168208,1274,6636,72.69,63.02,63.1,62.5
2/4/2020,US,22834,191042,1515,8151,72.69,63.02,63.1,62.5
3/4/2020,US,27357,218399,1407,9558,72.69,63.02,63.1,62.5
4/4/2020,US,25982,244381,1609,11167,72.69,64.58,64.88,62.5
5/4/2020,US,35131,279512,1632,12799,72.69,64.58,64.88,62.5
6/4/2020,US,30593,310105,1737,14536,72.69,66.15,66.67,62.5
7/4/2020,US,25511,335616,2570,17106,72.69,66.15,66.67,62.5
8/4/2020,US,42604,378220,2154,19260,72.69,66.15,66.67,62.5
9/4/2020,US,21975,400195,2215,21475,72.69,66.15,66.67,62.5
10/4/2020,US,31714,431909,2188,23663,72.69,66.15,66.67,62.5
11/4/2020,US,31215,463124,2138,25801,72.69,66.15,66.67,62.5
12/4/2020,US,34595,497719,1892,27693,72.69,66.15,66.67,62.5
13/4/2020,US,32364,530083,1982,29675,72.69,66.15,66.67,62.5
14/4/2020,US,27973,558056,2453,32128,72.69,66.15,66.67,62.5
15/4/2020,US,24540,582596,2591,34719,72.69,66.15,66.67,62.5
16/4/2020,US,25794,608390,2198,36917,72.69,66.15,66.67,62.5
17/4/2020,US,27172,635562,2113,39030,72.69,66.15,66.67,62.5
18/4/2020,US,29015,664577,1940,40970,72.69,66.15,66.67,62.5
19/4/2020,US,29978,694555,1989,42959,72.69,66.15,66.67,62.5
20/4/2020,US,29759,724314,2244,45203,72.69,66.15,66.67,62.5
21/4/2020,US,24371,748685,2459,47662,72.69,66.15,66.67,62.5
22/4/2020,US,29479,778164,2473,50135,72.69,66.15,66.67,62.5
23/4/2020,US,26339,804503,2435,52570,72.69,66.15,66.67,62.5
24/4/2020,US,26644,831147,2178,54748,72.69,66.15,66.67,62.5
25/4/2020,US,37063,868210,1724,56472,72.69,66.15,66.67,62.5
26/4/2020,US,30408,898618,1413,57885,72.69,66.15,66.67,62.5
27/4/2020,US,33630,932248,1495,59380,72.69,66.15,66.67,62.5
28/4/2020,US,27787,960035,2228,61608,72.69,66.15,66.67,62.5
29/4/2020,US,24270,984305,2398,64006,72.69,66.15,66.67,62.5
30/4/2020,US,24095,1008400,2181,66187,72.69,66.15,66.67,62.5
1/5/2020,US,26299,1034699,1911,68098,72.69,66.15,66.67,62.5
2/5/2020,US,31184,1065883,1735,69833,72.69,66.15,66.67,62.5
3/5/2020,US,30169,1096052,1199,71032,72.69,66.15,66.67,62.5
4/5/2020,US,28743,1124795,1377,72409,72.69,66.15,66.67,62.5
5/5/2020,US,29161,1153956,2207,74616,72.69,66.15,66.67,62.5
6/5/2020,US,19069,1173025,2321,76937,72.69,66.15,66.67,62.5
7/5/2020,US,22690,1195715,1919,78856,72.69,66.15,66.67,62.5
8/5/2020,US,23593,1219308,1759,80615,72.69,66.15,66.67,62.5
9/5/2020,US,30297,1249605,1469,82084,72.69,66.15,66.67,62.5
10/5/2020,US,25214,1274819,991,83075,72.69,66.15,66.67,62.5
11/5/2020,US,26914,1301733,1037,84112,72.69,66.15,66.67,62.5
12/5/2020,US,23871,1325604,1597,85709,72.69,66.15,66.67,62.5
13/5/2020,US,18080,1343684,1723,87432,72.69,66.15,66.67,62.5
14/5/2020,US,22025,1365709,1775,89207,72.69,66.15,66.67,62.5
15/5/2020,US,20953,1386662,1665,90872,72.69,66.15,66.67,62.5
16/5/2020,US,26972,1413634,1201,92073,72.69,66.15,66.67,62.5
17/5/2020,US,22855,1436489,829,92902,72.69,66.15,66.67,62.5
18/5/2020,US,32243,1468732,1228,94130,72.69,66.15,66.67,62.5
19/5/2020,US,13346,1482078,1452,95582,72.69,66.15,66.67,62.5
20/5/2020,US,24654,1506732,1499,97081,72.69,66.15,66.67,62.5
21/5/2020,US,24261,1530993,1187,98268,72.69,66.15,66.67,62.5
22/5/2020,US,22354,1553347,1225,99493,72.69,66.15,66.67,62.5
23/5/2020,US,20665,1574012,1080,100573,72.69,66.15,66.67,62.5
24/5/2020,US,24382,1598394,640,101213,72.69,66.15,66.67,62.5
25/5/2020,US,26188,1624582,598,101811,72.69,66.15,66.67,62.5
26/5/2020,US,14957,1639539,678,102489,72.69,66.15,66.67,62.5
27/5/2020,US,24630,1664169,1453,103942,72.69,66.15,66.67,62.5
28/5/2020,US,16630,1680799,1093,105035,72.69,66.15,66.67,62.5
29/5/2020,US,20020,1700819,1126,106161,72.69,66.15,66.67,62.5
30/5/2020,US,21459,1722278,954,107115,72.69,66.15,66.67,62.5
31/5/2020,US,18053,1740331,618,107733,72.69,66.15,66.67,62.5
1/6/2020,US,23921,1764252,768,108501,72.69,66.15,66.67,62.5
2/6/2020,US,25812,1790064,981,109482,72.69,66.15,66.67,62.5
3/6/2020,US,12207,1802271,1007,110489,72.69,66.15,66.67,62.5
4/6/2020,US,25127,1827398,998,111487,72.69,66.15,66.67,62.5
5/6/2020,US,15268,1842666,889,112376,72.69,66.15,66.67,62.5
6/6/2020,US,20648,1863314,642,113018,72.69,66.15,66.67,62.5
7/6/2020,US,29515,1892829,460,113478,72.69,66.15,66.67,62.5
8/6/2020,US,28389,1921218,508,113986,72.69,66.15,66.67,62.5
9/6/2020,US,17526,1938744,908,114894,72.69,66.15,66.67,62.5
10/6/2020,US,17902,1956646,877,115771,72.69,66.15,66.67,62.5
11/6/2020,US,18029,1974675,826,116597,72.69,66.15,66.67,62.5
12/6/2020,US,21303,1995978,827,117424,72.69,66.15,66.67,62.5
13/6/2020,US,22644,2018622,739,118163,72.69,66.15,66.67,62.5
14/6/2020,US,22179,2040801,344,118507,72.69,66.15,66.67,62.5
15/6/2020,US,24677,2065478,398,118905,68.98,64.06,64.29,62.5
16/6/2020,US,20844,2086322,810,119715,68.98,64.06,64.29,62.5
17/6/2020,US,19600,2105922,739,120454,68.98,64.06,64.29,62.5
18/6/2020,US,29741,2135663,691,121145,68.98,64.06,64.29,62.5
19/6/2020,US,24393,2160056,629,121774,68.98,64.06,64.29,62.5
20/6/2020,US,28912,2188968,556,122330,68.98,64.06,64.29,62.5
21/6/2020,US,32879,2221847,320,122650,68.98,64.06,64.29,62.5
22/6/2020,US,32891,2254738,406,123056,68.98,64.06,64.29,62.5
23/6/2020,US,27874,2282612,748,123804,68.98,64.06,64.29,62.5
24/6/2020,US,26719,2309331,737,124541,68.98,64.06,64.29,62.5
25/6/2020,US,35074,2344405,538,125079,68.98,64.06,64.29,62.5
26/6/2020,US,39364,2383769,628,125707,68.98,64.06,64.29,62.5
27/6/2020,US,39824,2423593,507,126214,68.98,64.06,64.29,62.5
28/6/2020,US,45239,2468832,316,126530,68.98,64.06,64.29,62.5
29/6/2020,US,44729,2513561,386,126916,68.98,64.06,64.29,62.5
30/6/2020,US,40282,2553843,555,127471,68.98,64.06,64.29,62.5
1/7/2020,US,37174,2591017,700,128171,68.98,65.62,66.07,62.5
2/7/2020,US,45607,2636624,710,128881,68.98,65.62,66.07,62.5
3/7/2020,US,55938,2692562,670,129551,68.98,65.62,66.07,62.5
4/7/2020,US,55490,2748052,315,129866,68.98,65.62,66.07,62.5
5/7/2020,US,56340,2804392,326,130192,68.98,65.62,66.07,62.5
6/7/2020,US,50876,2855268,377,130569,68.98,65.62,66.07,62.5
7/7/2020,US,42980,2898248,1159,131728,68.98,65.62,66.07,62.5
8/7/2020,US,51356,2949604,822,132550,68.98,65.62,66.07,62.5
9/7/2020,US,53167,3002771,1019,133569,68.98,65.62,66.07,62.5
10/7/2020,US,66610,3069381,814,134383,68.98,65.62,66.07,62.5
11/7/2020,US,60075,3129456,729,135112,68.98,65.62,66.07,62.5
12/7/2020,US,69090,3198546,472,135584,68.98,65.62,66.07,62.5
13/7/2020,US,61027,3259573,447,136031,68.98,65.62,66.07,62.5
14/7/2020,US,60071,3319644,915,136946,68.98,65.62,66.07,62.5
15/7/2020,US,60648,3380292,981,137927,68.98,65.62,66.07,62.5
16/7/2020,US,60242,3440534,952,138879,68.98,65.62,66.07,62.5
17/7/2020,US,70732,3511266,924,139803,68.98,65.62,66.07,62.5
18/7/2020,US,72641,3583907,857,140660,68.98,65.62,66.07,62.5
19/7/2020,US,76170,3660077,485,141145,68.98,65.62,66.07,62.5
20/7/2020,US,64007,3724084,562,141707,67.13,64.58,64.88,62.5
21/7/2020,US,61095,3785179,1085,142792,67.13,64.58,64.88,62.5
22/7/2020,US,58837,3844016,1223,144015,67.13,64.58,64.88,62.5
23/7/2020,US,64223,3908239,1068,145083,67.13,64.58,64.88,62.5
24/7/2020,US,70150,3978389,1104,146187,67.13,64.58,64.88,62.5
25/7/2020,US,70791,4049180,932,147119,67.13,64.58,64.88,62.5
26/7/2020,US,72859,4122039,531,147650,67.13,64.58,64.88,62.5
27/7/2020,US,61341,4183380,1127,148777,67.13,64.58,64.88,62.5
28/7/2020,US,58028,4241408,1331,150108,67.13,64.58,64.88,62.5
29/7/2020,US,53900,4295308,1408,151516,67.13,64.58,64.88,62.5
30/7/2020,US,58936,4354244,1236,152752,67.13,64.58,64.88,62.5
31/7/2020,US,63689,4417933,1237,153989,67.13,64.58,64.88,62.5
1/8/2020,US,67033,4484966,1087,155076,67.13,64.58,64.88,62.5
2/8/2020,US,65085,4550051,438,155514,67.13,64.58,64.88,62.5
3/8/2020,US,57487,4607538,583,156097,67.13,64.58,64.88,62.5
4/8/2020,US,51454,4658992,1284,157381,67.13,64.58,64.88,62.5
5/8/2020,US,44264,4703256,1440,158821,67.13,64.58,64.88,62.5
6/8/2020,US,51879,4755135,1237,160058,67.13,64.58,64.88,62.5
7/8/2020,US,52165,4807300,1243,161301,67.13,64.58,64.88,62.5
8/8/2020,US,55029,4862329,1070,162371,67.13,64.58,64.88,62.5
9/8/2020,US,59103,4921432,521,162892,67.13,64.58,64.88,62.5
10/8/2020,US,53881,4975313,634,163526,67.13,64.58,64.88,62.5
11/8/2020,US,46664,5021977,1024,164550,67.13,64.58,64.88,62.5
12/8/2020,US,40656,5062633,1504,166054,67.13,64.58,64.88,62.5
13/8/2020,US,56093,5118726,1064,167118,67.13,64.58,64.88,62.5
14/8/2020,US,56111,5174837,1337,168455,67.13,64.58,64.88,62.5
15/8/2020,US,52986,5227823,1000,169455,67.13,64.58,64.88,62.5
16/8/2020,US,54307,5282130,615,170070,67.13,64.58,64.88,62.5
17/8/2020,US,54073,5336203,493,170563,67.13,64.58,64.88,62.5
18/8/2020,US,40975,5377178,1227,171790,67.13,64.58,64.88,62.5
19/8/2020,US,38075,5415253,1335,173125,67.13,64.58,64.88,62.5
20/8/2020,US,40748,5456001,1105,174230,67.13,64.58,64.88,62.5
21/8/2020,US,45066,5501067,1083,175313,67.13,64.58,64.88,62.5
22/8/2020,US,45400,5546467,909,176222,67.13,64.58,64.88,62.5
23/8/2020,US,45233,5591700,546,176768,67.13,64.58,64.88,62.5
24/8/2020,US,43901,5635601,476,177244,67.13,64.58,64.88,62.5
25/8/2020,US,36673,5672274,1223,178467,67.13,64.58,64.88,62.5
26/8/2020,US,35532,5707806,1163,179630,67.13,64.58,64.88,62.5
27/8/2020,US,39301,5747107,1113,180743,67.13,64.58,64.88,62.5
28/8/2020,US,45693,5792800,975,181718,67.13,64.58,64.88,62.5
29/8/2020,US,47020,5839820,916,182634,67.13,64.58,64.88,62.5
30/8/2020,US,45058,5884878,441,183075,67.13,64.58,64.88,62.5
31/8/2020,US,41120,5925998,542,183617,67.13,64.58,64.88,62.5
1/9/2020,US,35618,5961616,1027,184644,67.13,64.58,64.88,62.5
2/9/2020,US,33577,5995193,1073,185717,67.13,64.58,64.88,62.5
3/9/2020,US,44250,6039443,1030,186747,67.13,64.58,64.88,62.5
4/9/2020,US,42145,6081588,957,187704,67.13,64.58,64.88,62.5
5/9/2020,US,46120,6127708,757,188461,67.13,64.58,64.88,62.5
6/9/2020,US,49920,6177628,469,188930,67.13,64.58,64.88,62.5
7/9/2020,US,41531,6219159,314,189244,67.13,64.58,64.88,62.5
8/9/2020,US,33158,6252317,457,189701,67.13,64.58,64.88,62.5
9/9/2020,US,25513,6277830,1159,190860,67.13,64.58,64.88,62.5
10/9/2020,US,26272,6304102,922,191782,67.13,64.58,64.88,62.5
11/9/2020,US,34383,6338485,1154,192936,67.13,64.58,64.88,62.5
12/9/2020,US,38207,6376692,710,193646,62.5,61.98,61.9,62.5
13/9/2020,US,44820,6421512,428,194074,62.5,61.98,61.9,62.5
14/9/2020,US,39476,6460988,434,194508,62.5,61.98,61.9,62.5
15/9/2020,US,31548,6492536,1199,195707,62.5,61.98,61.9,62.5
16/9/2020,US,34811,6527347,957,196664,62.5,61.98,61.9,62.5
17/9/2020,US,35785,6563132,857,197521,62.5,61.98,61.9,62.5
18/9/2020,US,42294,6605426,889,198410,62.5,61.98,61.9,62.5
19/9/2020,US,44236,6649662,730,199140,62.5,61.98,61.9,62.5
20/9/2020,US,47199,6696861,267,199407,62.5,61.98,61.9,62.5
21/9/2020,US,41497,6738358,424,199831,62.5,61.98,61.9,62.5
22/9/2020,US,33890,6772248,1028,200859,62.5,61.98,61.9,62.5
23/9/2020,US,40150,6812398,1062,201921,62.5,61.98,61.9,62.5
24/9/2020,US,48953,6861351,898,202819,62.5,61.98,61.9,62.5
25/9/2020,US,40835,6902186,941,203760,62.5,61.98,61.9,62.5
26/9/2020,US,44051,6946237,769,204529,62.5,61.98,61.9,62.5
27/9/2020,US,49872,6996109,315,204844,62.5,61.98,61.9,62.5
28/9/2020,US,42704,7038813,356,205200,62.5,61.98,61.9,62.5
29/9/2020,US,34869,7073682,863,206063,62.5,61.98,61.9,62.5
30/9/2020,US,36695,7110377,954,207017,62.5,61.98,61.9,62.5
1/10/2020,US,39442,7149819,869,207886,62.5,61.98,61.9,62.5
2/10/2020,US,46266,7196085,854,208740,62.5,61.98,61.9,62.5
3/10/2020,US,46928,7243013,683,209423,62.5,61.98,61.9,62.5
4/10/2020,US,50322,7293335,374,209797,62.5,61.98,61.9,62.5
5/10/2020,US,46719,7340054,483,210280,62.5,61.98,61.9,62.5
6/10/2020,US,35996,7376050,685,210965,62.5,61.98,61.9,62.5
7/10/2020,US,42534,7418584,917,211882,62.5,61.98,61.9,62.5
8/10/2020,US,41353,7459937,991,212873,62.5,61.98,61.9,62.5
9/10/2020,US,54640,7514577,969,213842,62.5,61.98,61.9,62.5
10/10/2020,US,55452,7570029,659,214501,62.5,61.98,61.9,62.5
11/10/2020,US,57896,7627925,471,214972,62.5,61.98,61.9,62.5
12/10/2020,US,50821,7678746,399,215371,62.5,61.98,61.9,62.5
13/10/2020,US,47522,7726268,800,216171,66.2,64.06,64.29,62.5
14/10/2020,US,48048,7774316,987,217158,66.2,64.06,64.29,62.5
15/10/2020,US,50113,7824429,837,217995,66.2,64.06,64.29,62.5
16/10/2020,US,56983,7881412,944,218939,66.2,64.06,64.29,62.5
17/10/2020,US,63546,7944958,766,219705,66.2,64.06,64.29,62.5
18/10/2020,US,67772,8012730,491,220196,66.2,64.06,64.29,62.5
19/10/2020,US,53584,8066314,483,220679,66.2,64.06,64.29,62.5
20/10/2020,US,48425,8114739,925,221604,66.2,64.06,64.29,62.5
21/10/2020,US,59697,8174436,1123,222727,66.2,64.06,64.29,62.5
22/10/2020,US,62309,8236745,891,223618,66.2,64.06,64.29,62.5
23/10/2020,US,65402,8302147,963,224581,66.2,64.06,64.29,62.5
24/10/2020,US,75563,8377710,954,225535,66.2,64.06,64.29,62.5
25/10/2020,US,82223,8459933,461,225996,66.2,64.06,64.29,62.5
26/10/2020,US,78289,8538222,533,226529,62.5,61.98,61.9,62.5
27/10/2020,US,62409,8600631,972,227501,62.5,61.98,61.9,62.5
28/10/2020,US,68534,8669165,1033,228534,62.5,61.98,61.9,62.5
29/10/2020,US,75619,8744784,1004,229538,62.5,61.98,61.9,62.5
30/10/2020,US,83863,8828647,1057,230595,62.5,61.98,61.9,62.5
31/10/2020,US,90856,8919503,925,231520,62.5,61.98,61.9,62.5
1/11/2020,US,99242,9018745,507,232027,62.5,61.98,61.9,62.5
2/11/2020,US,87919,9106664,572,232599,62.5,61.98,61.9,62.5
3/11/2020,US,137913,9244577,1578,234177,62.5,61.98,61.9,62.5
4/11/2020,US,91368,9335945,1107,235284,62.5,61.98,61.9,62.5
5/11/2020,US,96301,9432246,1165,236449,62.5,61.98,61.9,62.5
6/11/2020,US,110818,9543064,1225,237674,62.5,61.98,61.9,62.5
7/11/2020,US,122899,9665963,1090,238764,62.5,61.98,61.9,62.5
8/11/2020,US,133346,9799309,574,239338,62.5,61.98,61.9,62.5
9/11/2020,US,129150,9928459,775,240113,65.28,63.54,63.69,62.5
10/11/2020,US,105550,10034009,1416,241529,65.28,63.54,63.69,62.5
11/11/2020,US,128515,10162524,1435,242964,65.28,63.54,63.69,62.5
12/11/2020,US,144244,10306768,1209,244173,65.28,63.54,63.69,62.5
13/11/2020,US,151353,10458121,1200,245373,65.28,63.54,63.69,62.5
14/11/2020,US,160338,10618459,1347,246720,65.28,63.54,63.69,62.5
15/11/2020,US,179536,10797995,780,247500,65.28,63.54,63.69,62.5
16/11/2020,US,161174,10959169,835,248335,75.46,69.27,70.24,62.5
17/11/2020,US,139878,11099047,1711,250046,75.46,69.27,70.24,62.5
18/11/2020,US,158847,11257894,1915,251961,75.46,69.27,70.24,62.5
19/11/2020,US,165487,11423381,2054,254015,75.46,69.27,70.24,62.5
20/11/2020,US,168357,11591738,1960,255975,75.46,69.27,70.24,62.5
21/11/2020,US,188087,11779825,1623,257598,75.46,69.27,70.24,62.5
22/11/2020,US,196984,11976809,1038,258636,75.46,69.27,70.24,62.5
23/11/2020,US,176061,12152870,1101,259737,75.46,69.27,70.24,62.5
24/11/2020,US,149442,12302312,2131,261868,75.46,69.27,70.24,62.5
25/11/2020,US,164455,12466767,2260,264128,75.46,69.27,70.24,62.5
26/11/2020,US,174690,12641457,1387,265515,75.46,69.27,70.24,62.5
27/11/2020,US,188981,12830438,1554,267069,75.46,69.27,70.24,62.5
28/11/2020,US,147728,12978166,1366,268435,75.46,69.27,70.24,62.5
29/11/2020,US,176261,13154427,1042,269477,75.46,69.27,70.24,62.5
30/11/2020,US,147682,13302109,1344,270821,75.46,69.27,70.24,62.5
1/12/2020,US,135420,13437529,2545,273366,75.46,69.27,70.24,62.5
2/12/2020,US,160365,13597894,2818,276184,71.76,67.19,67.86,62.5
3/12/2020,US,189757,13787651,2937,279121,71.76,67.19,67.86,62.5
4/12/2020,US,205815,13993466,2697,281818,71.76,67.19,67.86,62.5
5/12/2020,US,222840,14216306,2364,284182,71.76,67.19,67.86,62.5
6/12/2020,US,224358,14440664,1363,285545,71.76,67.19,67.86,62.5
7/12/2020,US,208854,14649518,1600,287145,71.76,67.19,67.86,62.5
8/12/2020,US,173874,14823392,2621,289766,71.76,67.19,67.86,62.5
9/12/2020,US,194996,15018388,3181,292947,71.76,67.19,67.86,62.5
10/12/2020,US,227096,15245484,2994,295941,71.76,67.19,67.86,62.5
11/12/2020,US,217561,15463045,3407,299348,71.76,67.19,67.86,62.5
12/12/2020,US,209909,15672954,2478,301826,71.76,67.19,67.86,62.5
13/12/2020,US,250135,15923089,1637,303463,71.76,67.19,67.86,62.5
14/12/2020,US,217251,16140340,1650,305113,71.76,68.44,69.29,62.5
15/12/2020,US,180769,16321109,3086,308199,71.76,68.44,69.29,62.5
16/12/2020,US,202385,16523494,3678,311877,71.76,68.44,69.29,62.5
17/12/2020,US,200935,16724429,3502,315379,71.76,68.44,69.29,62.5
18/12/2020,US,243962,16968391,2966,318345,71.76,68.44,69.29,62.5
19/12/2020,US,246505,17214896,2679,321024,71.76,68.44,69.29,62.5
20/12/2020,US,237330,17452226,1732,322756,71.76,68.44,69.29,62.5
21/12/2020,US,198918,17651144,1900,324656,71.76,68.44,69.29,62.5
22/12/2020,US,192411,17843555,3399,328055,71.76,68.44,69.29,62.5
23/12/2020,US,187349,18030904,3423,331478,71.76,68.44,69.29,62.5
24/12/2020,US,200442,18231346,2896,334374,71.76,68.44,69.29,62.5
25/12/2020,US,232439,18463785,1458,335832,71.76,68.44,69.29,62.5
26/12/2020,US,196598,18660383,1891,337723,71.76,68.44,69.29,62.5
27/12/2020,US,133256,18793639,1437,339160,71.76,68.44,69.29,62.5
28/12/2020,US,183182,18976821,2002,341162,71.76,68.44,69.29,62.5
29/12/2020,US,148496,19125317,3619,344781,71.76,68.44,69.29,62.5
30/12/2020,US,179388,19304705,3792,348573,71.76,68.44,69.29,62.5
31/12/2020,US,208626,19513331,3428,352001,71.76,68.44,69.29,62.5
1/1/2021,US,237337,19750668,2135,354136,71.76,68.44,69.29,62.5
2/1/2021,US,230749,19981417,2557,356693,71.76,68.44,69.29,62.5
3/1/2021,US,172805,20154222,1457,358150,71.76,68.44,69.29,62.5
4/1/2021,US,280226,20434448,2094,360244,71.76,68.44,69.29,62.5
5/1/2021,US,207617,20642065,3690,363934,71.76,68.44,69.29,62.5
6/1/2021,US,182342,20824407,3892,367826,71.76,68.44,69.29,62.5
7/1/2021,US,234989,21059396,4004,371830,71.76,68.44,69.29,62.5
8/1/2021,US,249893,21309289,4098,375928,71.76,68.44,69.29,62.5
9/1/2021,US,278047,21587336,3305,379233,71.76,68.44,69.29,62.5
10/1/2021,US,312247,21899583,2018,381251,71.76,68.44,69.29,62.5
11/1/2021,US,242706,22142289,2099,383350,71.76,68.44,69.29,62.5
12/1/2021,US,217568,22359857,4460,387810,71.76,68.44,69.29,62.5
13/1/2021,US,202149,22562006,3994,391804,71.76,68.44,69.29,62.5
14/1/2021,US,222108,22784114,3967,395771,71.76,68.44,69.29,62.5
15/1/2021,US,224827,23008941,3912,399683,71.76,68.44,69.29,62.5
16/1/2021,US,224744,23233685,3419,403102,71.76,68.44,69.29,62.5
17/1/2021,US,245914,23479599,1901,405003,71.76,68.44,69.29,62.5
18/1/2021,US,212299,23691898,1560,406563,71.76,68.44,69.29,62.5
19/1/2021,US,183737,23875635,2706,409269,71.76,68.44,69.29,62.5
20/1/2021,US,152372,24028007,4413,413682,71.76,68.44,69.29,62.5
21/1/2021,US,149551,24177558,4186,417868,71.76,68.44,69.29,62.5
22/1/2021,US,188128,24365686,3823,421691,71.76,68.44,69.29,62.5
23/1/2021,US,188609,24554295,3374,425065,71.76,68.44,69.29,62.5
24/1/2021,US,189131,24743426,1865,426930,71.76,68.44,69.29,62.5
25/1/2021,US,168956,24912382,1974,428904,71.76,68.44,69.29,62.5
26/1/2021,US,139791,25052173,4022,432926,71.76,68.44,69.29,62.5
27/1/2021,US,134873,25187046,3946,436872,71.76,68.44,69.29,62.5
28/1/2021,US,149329,25336375,4012,440884,71.76,68.44,69.29,62.5
29/1/2021,US,155950,25492325,3644,444528,71.76,68.44,69.29,62.5
30/1/2021,US,156221,25648546,2797,447325,71.76,68.44,69.29,62.5
31/1/2021,US,148456,25797002,1863,449188,71.76,68.44,69.29,62.5
1/2/2021,US,156826,25953828,2081,451269,71.76,68.44,69.29,62.5
2/2/2021,US,109424,26063252,3420,454689,71.76,68.44,69.29,62.5
3/2/2021,US,126530,26189782,3882,458571,68.06,66.35,66.9,62.5
4/2/2021,US,119657,26309439,3747,462318,68.06,66.35,66.9,62.5
5/2/2021,US,118677,26428116,3665,465983,68.06,66.35,66.9,62.5
6/2/2021,US,124853,26552969,2686,468669,68.06,66.35,66.9,62.5
7/2/2021,US,127221,26680190,1441,470110,68.06,66.35,66.9,62.5
8/2/2021,US,107773,26787963,1614,471724,68.06,66.35,66.9,62.5
9/2/2021,US,90525,26878488,3049,474773,68.06,66.35,66.9,62.5
10/2/2021,US,82328,26960816,3305,478078,68.06,66.35,66.9,62.5
11/2/2021,US,91671,27052487,3214,481292,68.06,66.35,66.9,62.5
12/2/2021,US,96084,27148571,2930,484222,68.06,66.35,66.9,62.5
13/2/2021,US,100571,27249142,2198,486420,68.06,66.35,66.9,62.5
14/2/2021,US,97779,27346921,1172,487592,68.06,66.35,66.9,62.5
15/2/2021,US,87963,27434884,963,488555,68.06,66.35,66.9,62.5
16/2/2021,US,65813,27500697,1746,490301,68.06,66.35,66.9,62.5
17/2/2021,US,55128,27555825,2396,492697,68.06,66.35,66.9,62.5
18/2/2021,US,56692,27612517,2514,495211,68.06,66.35,66.9,62.5
19/2/2021,US,70074,27682591,2625,497836,68.06,66.35,66.9,62.5
