Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases
28/2/20,GB,The United Kingdom,EURO,4,22
29/2/20,GB,The United Kingdom,EURO,8,30
1/3/20,GB,The United Kingdom,EURO,12,42
2/3/20,GB,The United Kingdom,EURO,5,47
3/3/20,GB,The United Kingdom,EURO,22,69
4/3/20,GB,The United Kingdom,EURO,39,108
5/3/20,GB,The United Kingdom,EURO,56,164
6/3/20,GB,The United Kingdom,EURO,56,220
7/3/20,GB,The United Kingdom,EURO,50,270
8/3/20,GB,The United Kingdom,EURO,81,351
9/3/20,GB,The United Kingdom,EURO,68,419
10/3/20,GB,The United Kingdom,EURO,57,476
11/3/20,GB,The United Kingdom,EURO,147,623
12/3/20,GB,The United Kingdom,EURO,265,888
13/3/20,GB,The United Kingdom,EURO,405,1293
14/3/20,GB,The United Kingdom,EURO,481,1774
15/3/20,GB,The United Kingdom,EURO,479,2253
16/3/20,GB,The United Kingdom,EURO,363,2616
17/3/20,GB,The United Kingdom,EURO,442,3058
18/3/20,GB,The United Kingdom,EURO,610,3668
19/3/20,GB,The United Kingdom,EURO,770,4438
20/3/20,GB,The United Kingdom,EURO,1002,5440
21/3/20,GB,The United Kingdom,EURO,1048,6488
22/3/20,GB,The United Kingdom,EURO,1263,7751
23/3/20,GB,The United Kingdom,EURO,1190,8941
24/3/20,GB,The United Kingdom,EURO,1375,10316
25/3/20,GB,The United Kingdom,EURO,2325,12641
26/3/20,GB,The United Kingdom,EURO,2376,15017
27/3/20,GB,The United Kingdom,EURO,2690,17707
28/3/20,GB,The United Kingdom,EURO,3086,20793
29/3/20,GB,The United Kingdom,EURO,3186,23979
30/3/20,GB,The United Kingdom,EURO,2814,26793
31/3/20,GB,The United Kingdom,EURO,2856,29649
1/4/20,GB,The United Kingdom,EURO,4262,33911
2/4/20,GB,The United Kingdom,EURO,4512,38423
3/4/20,GB,The United Kingdom,EURO,4935,43358
4/4/20,GB,The United Kingdom,EURO,4858,48216
5/4/20,GB,The United Kingdom,EURO,4896,53112
6/4/20,GB,The United Kingdom,EURO,4003,57115
7/4/20,GB,The United Kingdom,EURO,3585,60700
8/4/20,GB,The United Kingdom,EURO,5263,65963
9/4/20,GB,The United Kingdom,EURO,5433,71396
10/4/20,GB,The United Kingdom,EURO,5119,76515
11/4/20,GB,The United Kingdom,EURO,4854,81369
12/4/20,GB,The United Kingdom,EURO,4308,85677
13/4/20,GB,The United Kingdom,EURO,3559,89236
14/4/20,GB,The United Kingdom,EURO,3479,92715
15/4/20,GB,The United Kingdom,EURO,4167,96882
16/4/20,GB,The United Kingdom,EURO,4294,101176
17/4/20,GB,The United Kingdom,EURO,5042,106218
18/4/20,GB,The United Kingdom,EURO,5274,111492
19/4/20,GB,The United Kingdom,EURO,4936,116428
20/4/20,GB,The United Kingdom,EURO,4699,121127
21/4/20,GB,The United Kingdom,EURO,3852,124979
22/4/20,GB,The United Kingdom,EURO,4844,129823
23/4/20,GB,The United Kingdom,EURO,4767,134590
24/4/20,GB,The United Kingdom,EURO,5492,140082
25/4/20,GB,The United Kingdom,EURO,5139,145221
26/4/20,GB,The United Kingdom,EURO,4948,150169
27/4/20,GB,The United Kingdom,EURO,3746,153915
28/4/20,GB,The United Kingdom,EURO,3471,157386
29/4/20,GB,The United Kingdom,EURO,4697,162083
30/4/20,GB,The United Kingdom,EURO,4718,166801
1/5/20,GB,The United Kingdom,EURO,5424,172225
2/5/20,GB,The United Kingdom,EURO,4960,177185
3/5/20,GB,The United Kingdom,EURO,4730,181915
4/5/20,GB,The United Kingdom,EURO,3227,185142
5/5/20,GB,The United Kingdom,EURO,2980,188122
6/5/20,GB,The United Kingdom,EURO,3384,191506
7/5/20,GB,The United Kingdom,EURO,3677,195183
8/5/20,GB,The United Kingdom,EURO,3822,199005
9/5/20,GB,The United Kingdom,EURO,3766,202771
10/5/20,GB,The United Kingdom,EURO,3059,205830
11/5/20,GB,The United Kingdom,EURO,2161,207991
12/5/20,GB,The United Kingdom,EURO,2319,210310
13/5/20,GB,The United Kingdom,EURO,3574,213884
14/5/20,GB,The United Kingdom,EURO,3389,217273
15/5/20,GB,The United Kingdom,EURO,3309,220582
16/5/20,GB,The United Kingdom,EURO,2627,223209
17/5/20,GB,The United Kingdom,EURO,2527,225736
18/5/20,GB,The United Kingdom,EURO,2078,227814
19/5/20,GB,The United Kingdom,EURO,1832,229646
20/5/20,GB,The United Kingdom,EURO,2574,232220
21/5/20,GB,The United Kingdom,EURO,3051,235271
22/5/20,GB,The United Kingdom,EURO,2706,237977
23/5/20,GB,The United Kingdom,EURO,2566,240543
24/5/20,GB,The United Kingdom,EURO,2054,242597
25/5/20,GB,The United Kingdom,EURO,1527,244124
26/5/20,GB,The United Kingdom,EURO,1364,245488
27/5/20,GB,The United Kingdom,EURO,1617,247105
28/5/20,GB,The United Kingdom,EURO,1655,248760
29/5/20,GB,The United Kingdom,EURO,1826,250586
30/5/20,GB,The United Kingdom,EURO,1754,252340
31/5/20,GB,The United Kingdom,EURO,1527,253867
1/6/20,GB,The United Kingdom,EURO,1120,254987
2/6/20,GB,The United Kingdom,EURO,1082,256069
3/6/20,GB,The United Kingdom,EURO,1440,257509
4/6/20,GB,The United Kingdom,EURO,1486,258995
5/6/20,GB,The United Kingdom,EURO,1362,260357
6/6/20,GB,The United Kingdom,EURO,1254,261611
7/6/20,GB,The United Kingdom,EURO,1124,262735
8/6/20,GB,The United Kingdom,EURO,807,263542
9/6/20,GB,The United Kingdom,EURO,721,264263
10/6/20,GB,The United Kingdom,EURO,1099,265362
11/6/20,GB,The United Kingdom,EURO,1152,266514
12/6/20,GB,The United Kingdom,EURO,1190,267704
13/6/20,GB,The United Kingdom,EURO,1010,268714
14/6/20,GB,The United Kingdom,EURO,1058,269772
15/6/20,GB,The United Kingdom,EURO,894,270666
16/6/20,GB,The United Kingdom,EURO,818,271484
17/6/20,GB,The United Kingdom,EURO,1044,272528
18/6/20,GB,The United Kingdom,EURO,1103,273631
19/6/20,GB,The United Kingdom,EURO,1012,274643
20/6/20,GB,The United Kingdom,EURO,1028,275671
21/6/20,GB,The United Kingdom,EURO,995,276666
22/6/20,GB,The United Kingdom,EURO,687,277353
23/6/20,GB,The United Kingdom,EURO,637,277990
24/6/20,GB,The United Kingdom,EURO,896,278886
25/6/20,GB,The United Kingdom,EURO,887,279773
26/6/20,GB,The United Kingdom,EURO,778,280551
27/6/20,GB,The United Kingdom,EURO,719,281270
28/6/20,GB,The United Kingdom,EURO,671,281941
29/6/20,GB,The United Kingdom,EURO,652,282593
30/6/20,GB,The United Kingdom,EURO,446,283039
1/7/20,GB,The United Kingdom,EURO,729,283768
2/7/20,GB,The United Kingdom,EURO,618,284386
3/7/20,GB,The United Kingdom,EURO,660,285046
4/7/20,GB,The United Kingdom,EURO,607,285653
5/7/20,GB,The United Kingdom,EURO,574,286227
6/7/20,GB,The United Kingdom,EURO,401,286628
7/7/20,GB,The United Kingdom,EURO,556,287184
8/7/20,GB,The United Kingdom,EURO,706,287890
9/7/20,GB,The United Kingdom,EURO,605,288495
10/7/20,GB,The United Kingdom,EURO,702,289197
11/7/20,GB,The United Kingdom,EURO,718,289915
12/7/20,GB,The United Kingdom,EURO,564,290479
13/7/20,GB,The United Kingdom,EURO,447,290926
14/7/20,GB,The United Kingdom,EURO,370,291296
15/7/20,GB,The United Kingdom,EURO,736,292032
16/7/20,GB,The United Kingdom,EURO,690,292722
17/7/20,GB,The United Kingdom,EURO,774,293496
18/7/20,GB,The United Kingdom,EURO,706,294202
19/7/20,GB,The United Kingdom,EURO,581,294783
20/7/20,GB,The United Kingdom,EURO,498,295281
21/7/20,GB,The United Kingdom,EURO,443,295724
22/7/20,GB,The United Kingdom,EURO,813,296537
23/7/20,GB,The United Kingdom,EURO,782,297319
24/7/20,GB,The United Kingdom,EURO,797,298116
25/7/20,GB,The United Kingdom,EURO,798,298914
26/7/20,GB,The United Kingdom,EURO,774,299688
27/7/20,GB,The United Kingdom,EURO,523,300211
28/7/20,GB,The United Kingdom,EURO,558,300769
29/7/20,GB,The United Kingdom,EURO,855,301624
30/7/20,GB,The United Kingdom,EURO,841,302465
31/7/20,GB,The United Kingdom,EURO,1038,303503
1/8/20,GB,The United Kingdom,EURO,925,304428
2/8/20,GB,The United Kingdom,EURO,677,305105
3/8/20,GB,The United Kingdom,EURO,543,305648
4/8/20,GB,The United Kingdom,EURO,555,306203
5/8/20,GB,The United Kingdom,EURO,1040,307243
6/8/20,GB,The United Kingdom,EURO,1018,308261
7/8/20,GB,The United Kingdom,EURO,1059,309320
8/8/20,GB,The United Kingdom,EURO,1083,310403
9/8/20,GB,The United Kingdom,EURO,944,311347
10/8/20,GB,The United Kingdom,EURO,694,312041
11/8/20,GB,The United Kingdom,EURO,615,312656
12/8/20,GB,The United Kingdom,EURO,1473,314129
13/8/20,GB,The United Kingdom,EURO,1339,315468
14/8/20,GB,The United Kingdom,EURO,1207,316675
15/8/20,GB,The United Kingdom,EURO,1147,317822
16/8/20,GB,The United Kingdom,EURO,1162,318984
17/8/20,GB,The United Kingdom,EURO,694,319678
18/8/20,GB,The United Kingdom,EURO,601,320279
19/8/20,GB,The United Kingdom,EURO,1283,321562
20/8/20,GB,The United Kingdom,EURO,1084,322646
21/8/20,GB,The United Kingdom,EURO,1243,323889
22/8/20,GB,The United Kingdom,EURO,1462,325351
23/8/20,GB,The United Kingdom,EURO,1199,326550
24/8/20,GB,The United Kingdom,EURO,828,327378
25/8/20,GB,The United Kingdom,EURO,827,328205
26/8/20,GB,The United Kingdom,EURO,1273,329478
27/8/20,GB,The United Kingdom,EURO,1247,330725
28/8/20,GB,The United Kingdom,EURO,1351,332076
29/8/20,GB,The United Kingdom,EURO,1549,333625
30/8/20,GB,The United Kingdom,EURO,1625,335250
31/8/20,GB,The United Kingdom,EURO,1222,336472
1/9/20,GB,The United Kingdom,EURO,1159,337631
2/9/20,GB,The United Kingdom,EURO,1502,339133
3/9/20,GB,The United Kingdom,EURO,2249,341382
4/9/20,GB,The United Kingdom,EURO,2993,344375
5/9/20,GB,The United Kingdom,EURO,3098,347473
6/9/20,GB,The United Kingdom,EURO,3039,350512
7/9/20,GB,The United Kingdom,EURO,2545,353057
8/9/20,GB,The United Kingdom,EURO,2447,355504
9/9/20,GB,The United Kingdom,EURO,3860,359364
10/9/20,GB,The United Kingdom,EURO,3301,362665
11/9/20,GB,The United Kingdom,EURO,3331,365996
12/9/20,GB,The United Kingdom,EURO,3597,369593
13/9/20,GB,The United Kingdom,EURO,3288,372881
14/9/20,GB,The United Kingdom,EURO,2668,375549
15/9/20,GB,The United Kingdom,EURO,2141,377690
16/9/20,GB,The United Kingdom,EURO,3392,381082
17/9/20,GB,The United Kingdom,EURO,3549,384631
18/9/20,GB,The United Kingdom,EURO,4363,388994
19/9/20,GB,The United Kingdom,EURO,4632,393626
20/9/20,GB,The United Kingdom,EURO,4958,398584
21/9/20,GB,The United Kingdom,EURO,4853,403437
22/9/20,GB,The United Kingdom,EURO,5321,408758
23/9/20,GB,The United Kingdom,EURO,5601,414359
24/9/20,GB,The United Kingdom,EURO,6405,420764
25/9/20,GB,The United Kingdom,EURO,7061,427825
26/9/20,GB,The United Kingdom,EURO,7607,435432
27/9/20,GB,The United Kingdom,EURO,7241,442673
28/9/20,GB,The United Kingdom,EURO,6758,449431
29/9/20,GB,The United Kingdom,EURO,6971,456402
30/9/20,GB,The United Kingdom,EURO,9926,466328
1/10/20,GB,The United Kingdom,EURO,10239,476567
2/10/20,GB,The United Kingdom,EURO,12559,489126
3/10/20,GB,The United Kingdom,EURO,13183,502309
4/10/20,GB,The United Kingdom,EURO,13693,516002
5/10/20,GB,The United Kingdom,EURO,11544,527546
6/10/20,GB,The United Kingdom,EURO,11807,539353
7/10/20,GB,The United Kingdom,EURO,16549,555902
8/10/20,GB,The United Kingdom,EURO,17067,572969
9/10/20,GB,The United Kingdom,EURO,18330,591299
10/10/20,GB,The United Kingdom,EURO,18248,609547
11/10/20,GB,The United Kingdom,EURO,15730,625277
12/10/20,GB,The United Kingdom,EURO,12516,637793
13/10/20,GB,The United Kingdom,EURO,12070,649863
14/10/20,GB,The United Kingdom,EURO,19446,669309
15/10/20,GB,The United Kingdom,EURO,18900,688209
16/10/20,GB,The United Kingdom,EURO,19699,707908
17/10/20,GB,The United Kingdom,EURO,18438,726346
18/10/20,GB,The United Kingdom,EURO,17720,744066
19/10/20,GB,The United Kingdom,EURO,14765,758831
20/10/20,GB,The United Kingdom,EURO,14191,773022
21/10/20,GB,The United Kingdom,EURO,25609,798631
22/10/20,GB,The United Kingdom,EURO,25325,823956
23/10/20,GB,The United Kingdom,EURO,25447,849403
24/10/20,GB,The United Kingdom,EURO,23251,872654
25/10/20,GB,The United Kingdom,EURO,21478,894132
26/10/20,GB,The United Kingdom,EURO,16237,910369
27/10/20,GB,The United Kingdom,EURO,15727,926096
28/10/20,GB,The United Kingdom,EURO,26553,952649
29/10/20,GB,The United Kingdom,EURO,24096,976745
30/10/20,GB,The United Kingdom,EURO,23618,1000363
31/10/20,GB,The United Kingdom,EURO,23350,1023713
1/11/20,GB,The United Kingdom,EURO,22683,1046396
2/11/20,GB,The United Kingdom,EURO,16490,1062886
3/11/20,GB,The United Kingdom,EURO,15757,1078643
4/11/20,GB,The United Kingdom,EURO,31510,1110153
5/11/20,GB,The United Kingdom,EURO,25586,1135739
6/11/20,GB,The United Kingdom,EURO,23683,1159422
7/11/20,GB,The United Kingdom,EURO,23748,1183170
8/11/20,GB,The United Kingdom,EURO,23330,1206500
9/11/20,GB,The United Kingdom,EURO,18525,1225025
10/11/20,GB,The United Kingdom,EURO,19959,1244984
11/11/20,GB,The United Kingdom,EURO,31051,1276035
12/11/20,GB,The United Kingdom,EURO,27427,1303462
13/11/20,GB,The United Kingdom,EURO,27363,1330825
14/11/20,GB,The United Kingdom,EURO,24470,1355295
15/11/20,GB,The United Kingdom,EURO,24044,1379339
16/11/20,GB,The United Kingdom,EURO,18002,1397341
17/11/20,GB,The United Kingdom,EURO,16029,1413370
18/11/20,GB,The United Kingdom,EURO,26581,1439951
19/11/20,GB,The United Kingdom,EURO,23167,1463118
20/11/20,GB,The United Kingdom,EURO,20760,1483878
21/11/20,GB,The United Kingdom,EURO,17760,1501638
22/11/20,GB,The United Kingdom,EURO,16851,1518489
23/11/20,GB,The United Kingdom,EURO,12354,1530843
24/11/20,GB,The United Kingdom,EURO,11738,1542581
25/11/20,GB,The United Kingdom,EURO,18777,1561358
26/11/20,GB,The United Kingdom,EURO,16453,1577811
27/11/20,GB,The United Kingdom,EURO,16620,1594431
28/11/20,GB,The United Kingdom,EURO,14582,1609013
29/11/20,GB,The United Kingdom,EURO,14367,1623380
30/11/20,GB,The United Kingdom,EURO,10968,1634348
1/12/20,GB,The United Kingdom,EURO,10679,1645027
2/12/20,GB,The United Kingdom,EURO,18018,1663045
3/12/20,GB,The United Kingdom,EURO,16458,1679503
4/12/20,GB,The United Kingdom,EURO,16468,1695971
5/12/20,GB,The United Kingdom,EURO,15635,1711606
6/12/20,GB,The United Kingdom,EURO,15664,1727270
7/12/20,GB,The United Kingdom,EURO,12738,1740008
8/12/20,GB,The United Kingdom,EURO,13582,1753590
9/12/20,GB,The United Kingdom,EURO,21330,1774920
10/12/20,GB,The United Kingdom,EURO,20785,1795705
11/12/20,GB,The United Kingdom,EURO,21608,1817313
12/12/20,GB,The United Kingdom,EURO,22606,1839919
13/12/20,GB,The United Kingdom,EURO,24073,1863992
14/12/20,GB,The United Kingdom,EURO,19357,1883349
15/12/20,GB,The United Kingdom,EURO,21985,1905334
16/12/20,GB,The United Kingdom,EURO,34724,1940058
17/12/20,GB,The United Kingdom,EURO,33854,1973912
18/12/20,GB,The United Kingdom,EURO,34933,2008845
19/12/20,GB,The United Kingdom,EURO,33886,2042731
20/12/20,GB,The United Kingdom,EURO,35827,2078558
21/12/20,GB,The United Kingdom,EURO,25145,2103703
22/12/20,GB,The United Kingdom,EURO,32466,2136169
23/12/20,GB,The United Kingdom,EURO,47377,2183546
24/12/20,GB,The United Kingdom,EURO,45662,2229208
25/12/20,GB,The United Kingdom,EURO,42185,2271393
26/12/20,GB,The United Kingdom,EURO,31812,2303205
27/12/20,GB,The United Kingdom,EURO,14181,2317386
28/12/20,GB,The United Kingdom,EURO,40367,2357753
29/12/20,GB,The United Kingdom,EURO,47725,2405478
30/12/20,GB,The United Kingdom,EURO,45604,2451082
31/12/20,GB,The United Kingdom,EURO,81519,2532601
1/1/21,GB,The United Kingdom,EURO,70797,2603398
2/1/21,GB,The United Kingdom,EURO,52783,2656181
3/1/21,GB,The United Kingdom,EURO,31840,2688021
4/1/21,GB,The United Kingdom,EURO,60392,2748413
5/1/21,GB,The United Kingdom,EURO,55175,2803588
6/1/21,GB,The United Kingdom,EURO,76158,2879746
7/1/21,GB,The United Kingdom,EURO,65092,2944838
8/1/21,GB,The United Kingdom,EURO,57380,3002218
9/1/21,GB,The United Kingdom,EURO,51927,3054145
10/1/21,GB,The United Kingdom,EURO,46999,3101144
11/1/21,GB,The United Kingdom,EURO,39080,3140224
12/1/21,GB,The United Kingdom,EURO,36340,3176564
13/1/21,GB,The United Kingdom,EURO,57100,3233664
14/1/21,GB,The United Kingdom,EURO,49366,3283030
15/1/21,GB,The United Kingdom,EURO,45375,3328405
16/1/21,GB,The United Kingdom,EURO,42361,3370766
17/1/21,GB,The United Kingdom,EURO,40395,3411161
18/1/21,GB,The United Kingdom,EURO,30521,3441682
19/1/21,GB,The United Kingdom,EURO,28835,3470517
20/1/21,GB,The United Kingdom,EURO,44762,3515279
21/1/21,GB,The United Kingdom,EURO,39463,3554742
22/1/21,GB,The United Kingdom,EURO,35084,3589826
23/1/21,GB,The United Kingdom,EURO,31656,3621482
24/1/21,GB,The United Kingdom,EURO,29524,3651006
25/1/21,GB,The United Kingdom,EURO,21826,3672832
26/1/21,GB,The United Kingdom,EURO,17167,3689999
27/1/21,GB,The United Kingdom,EURO,29892,3719891
28/1/21,GB,The United Kingdom,EURO,26960,3746851
29/1/21,GB,The United Kingdom,EURO,25669,3772520
30/1/21,GB,The United Kingdom,EURO,24135,3796655
31/1/21,GB,The United Kingdom,EURO,21768,3818423
1/2/21,GB,The United Kingdom,EURO,16659,3835082
2/2/21,GB,The United Kingdom,EURO,15367,3850449
3/2/21,GB,The United Kingdom,EURO,22328,3872777
4/2/21,GB,The United Kingdom,EURO,19757,3892534
5/2/21,GB,The United Kingdom,EURO,19387,3911921
6/2/21,GB,The United Kingdom,EURO,17951,3929872
7/2/21,GB,The United Kingdom,EURO,15838,3945710
8/2/21,GB,The United Kingdom,EURO,11946,3957656
9/2/21,GB,The United Kingdom,EURO,11355,3969011
10/2/21,GB,The United Kingdom,EURO,15682,3984693
11/2/21,GB,The United Kingdom,EURO,13792,3998485
12/2/21,GB,The United Kingdom,EURO,13476,4011961
13/2/21,GB,The United Kingdom,EURO,12732,4024693
14/2/21,GB,The United Kingdom,EURO,12145,4036838
15/2/21,GB,The United Kingdom,EURO,8751,4045589
16/2/21,GB,The United Kingdom,EURO,8752,4054341
17/2/21,GB,The United Kingdom,EURO,14241,4068582
18/2/21,GB,The United Kingdom,EURO,12467,4081049
19/2/21,GB,The United Kingdom,EURO,11555,4092604
20/2/21,GB,The United Kingdom,EURO,11391,4103995
21/2/21,GB,The United Kingdom,EURO,10376,4114371
22/2/21,GB,The United Kingdom,EURO,8050,4122421
23/2/21,GB,The United Kingdom,EURO,7866,4130287
24/2/21,GB,The United Kingdom,EURO,11230,4141517
25/2/21,GB,The United Kingdom,EURO,9376,4150893
26/2/21,GB,The United Kingdom,EURO,8526,4159419
27/2/21,GB,The United Kingdom,EURO,7705,4167124
28/2/21,GB,The United Kingdom,EURO,6567,4173691
1/3/21,GB,The United Kingdom,EURO,4814,4178505
2/3/21,GB,The United Kingdom,EURO,4710,4183215
3/3/21,GB,The United Kingdom,EURO,6866,4190081
4/3/21,GB,The United Kingdom,EURO,6648,4196729
5/3/21,GB,The United Kingdom,EURO,5963,4202692
6/3/21,GB,The United Kingdom,EURO,5719,4208411
7/3/21,GB,The United Kingdom,EURO,5294,4213705
8/3/21,GB,The United Kingdom,EURO,4485,4218190
9/3/21,GB,The United Kingdom,EURO,4267,4222457
10/3/21,GB,The United Kingdom,EURO,6626,4229083
11/3/21,GB,The United Kingdom,EURO,6213,4235296
12/3/21,GB,The United Kingdom,EURO,6013,4241309
13/3/21,GB,The United Kingdom,EURO,5759,4247068
14/3/21,GB,The United Kingdom,EURO,5582,4252650
15/3/21,GB,The United Kingdom,EURO,4243,4256893
16/3/21,GB,The United Kingdom,EURO,4284,4261177
17/3/21,GB,The United Kingdom,EURO,6483,4267660
18/3/21,GB,The United Kingdom,EURO,5662,4273322
19/3/21,GB,The United Kingdom,EURO,5767,4279089
20/3/21,GB,The United Kingdom,EURO,5458,4284547
21/3/21,GB,The United Kingdom,EURO,4980,4289527
22/3/21,GB,The United Kingdom,EURO,4086,4293613
23/3/21,GB,The United Kingdom,EURO,5219,4298832
24/3/21,GB,The United Kingdom,EURO,6171,4305003
25/3/21,GB,The United Kingdom,EURO,5244,4310247
26/3/21,GB,The United Kingdom,EURO,6004,4316251
27/3/21,GB,The United Kingdom,EURO,5386,4321637
28/3/21,GB,The United Kingdom,EURO,4399,4326036
29/3/21,GB,The United Kingdom,EURO,3559,4329595
30/3/21,GB,The United Kingdom,EURO,4795,4334390
31/3/21,GB,The United Kingdom,EURO,3995,4338385
1/4/21,GB,The United Kingdom,EURO,3583,4341968
2/4/21,GB,The United Kingdom,EURO,3743,4345711
3/4/21,GB,The United Kingdom,EURO,3460,4349171
4/4/21,GB,The United Kingdom,EURO,2588,4351759
5/4/21,GB,The United Kingdom,EURO,2338,4354097
6/4/21,GB,The United Kingdom,EURO,2237,4356334
7/4/21,GB,The United Kingdom,EURO,2548,4358882
8/4/21,GB,The United Kingdom,EURO,3011,4361893
9/4/21,GB,The United Kingdom,EURO,2855,4364748
10/4/21,GB,The United Kingdom,EURO,2456,4367204
11/4/21,GB,The United Kingdom,EURO,845,4368049
12/4/21,GB,The United Kingdom,EURO,1730,4369779
13/4/21,GB,The United Kingdom,EURO,3568,4373347
14/4/21,GB,The United Kingdom,EURO,2471,4375818
15/4/21,GB,The United Kingdom,EURO,2491,4378309
16/4/21,GB,The United Kingdom,EURO,2671,4380980
17/4/21,GB,The United Kingdom,EURO,2756,4383736
18/4/21,GB,The United Kingdom,EURO,2206,4385942
19/4/21,GB,The United Kingdom,EURO,1882,4387824
20/4/21,GB,The United Kingdom,EURO,2963,4390787
21/4/21,GB,The United Kingdom,EURO,2524,4393311
22/4/21,GB,The United Kingdom,EURO,2396,4395707
23/4/21,GB,The United Kingdom,EURO,2728,4398435
24/4/21,GB,The United Kingdom,EURO,2678,4401113
25/4/21,GB,The United Kingdom,EURO,2061,4403174
26/4/21,GB,The United Kingdom,EURO,1712,4404886
27/4/21,GB,The United Kingdom,EURO,2064,4406950
28/4/21,GB,The United Kingdom,EURO,2685,4409635
29/4/21,GB,The United Kingdom,EURO,2166,4411801
30/4/21,GB,The United Kingdom,EURO,2445,4414246
1/5/21,GB,The United Kingdom,EURO,2381,4416627
2/5/21,GB,The United Kingdom,EURO,1907,4418534
3/5/21,GB,The United Kingdom,EURO,1671,4420205
4/5/21,GB,The United Kingdom,EURO,1649,4421854
5/5/21,GB,The United Kingdom,EURO,1946,4423800
6/5/21,GB,The United Kingdom,EURO,2144,4425944
7/5/21,GB,The United Kingdom,EURO,2613,4428557
8/5/21,GB,The United Kingdom,EURO,2490,4431047
9/5/21,GB,The United Kingdom,EURO,2047,4433094
10/5/21,GB,The United Kingdom,EURO,1770,4434864
11/5/21,GB,The United Kingdom,EURO,2357,4437221
12/5/21,GB,The United Kingdom,EURO,2474,4439695
13/5/21,GB,The United Kingdom,EURO,2284,4441979
14/5/21,GB,The United Kingdom,EURO,2656,4444635
15/5/21,GB,The United Kingdom,EURO,2193,4446828
16/5/21,GB,The United Kingdom,EURO,1156,4447984
17/5/21,GB,The United Kingdom,EURO,0,4447984
18/5/21,GB,The United Kingdom,EURO,0,4447984
19/5/21,GB,The United Kingdom,EURO,2412,4450396
20/5/21,GB,The United Kingdom,EURO,2135,4452531
21/5/21,GB,The United Kingdom,EURO,2694,4455225
22/5/21,GB,The United Kingdom,EURO,2702,4457927
23/5/21,GB,The United Kingdom,EURO,2523,4460450
24/5/21,GB,The United Kingdom,EURO,2092,4462542
25/5/21,GB,The United Kingdom,EURO,2362,4464904
26/5/21,GB,The United Kingdom,EURO,2410,4467314
27/5/21,GB,The United Kingdom,EURO,2987,4470301
28/5/21,GB,The United Kingdom,EURO,3380,4473681
29/5/21,GB,The United Kingdom,EURO,4028,4477709
30/5/21,GB,The United Kingdom,EURO,3240,4480949
31/5/21,GB,The United Kingdom,EURO,3111,4484060
1/6/21,GB,The United Kingdom,EURO,3283,4487343
2/6/21,GB,The United Kingdom,EURO,3099,4490442
3/6/21,GB,The United Kingdom,EURO,4261,4494703
4/6/21,GB,The United Kingdom,EURO,5179,4499882
5/6/21,GB,The United Kingdom,EURO,6140,4506022
6/6/21,GB,The United Kingdom,EURO,5651,4511673
7/6/21,GB,The United Kingdom,EURO,5223,4516896
8/6/21,GB,The United Kingdom,EURO,5584,4522480
9/6/21,GB,The United Kingdom,EURO,5966,4528446
10/6/21,GB,The United Kingdom,EURO,7312,4535758
11/6/21,GB,The United Kingdom,EURO,7232,4542990
12/6/21,GB,The United Kingdom,EURO,7958,4550948
13/6/21,GB,The United Kingdom,EURO,7550,4558498
14/6/21,GB,The United Kingdom,EURO,7319,4565817
15/6/21,GB,The United Kingdom,EURO,7606,4573423
16/6/21,GB,The United Kingdom,EURO,7587,4581010
17/6/21,GB,The United Kingdom,EURO,8808,4589818
18/6/21,GB,The United Kingdom,EURO,10809,4600627
19/6/21,GB,The United Kingdom,EURO,10270,4610897
20/6/21,GB,The United Kingdom,EURO,10075,4620972
21/6/21,GB,The United Kingdom,EURO,9072,4630044
22/6/21,GB,The United Kingdom,EURO,10467,4640511
23/6/21,GB,The United Kingdom,EURO,11481,4651992
24/6/21,GB,The United Kingdom,EURO,15882,4667874
25/6/21,GB,The United Kingdom,EURO,16702,4684576
26/6/21,GB,The United Kingdom,EURO,15296,4699872
27/6/21,GB,The United Kingdom,EURO,17943,4717815
28/6/21,GB,The United Kingdom,EURO,14623,4732438
29/6/21,GB,The United Kingdom,EURO,22644,4755082
30/6/21,GB,The United Kingdom,EURO,20223,4775305
1/7/21,GB,The United Kingdom,EURO,25606,4800911
2/7/21,GB,The United Kingdom,EURO,27556,4828467
3/7/21,GB,The United Kingdom,EURO,26706,4855173
4/7/21,GB,The United Kingdom,EURO,24447,4879620
5/7/21,GB,The United Kingdom,EURO,23818,4903438
6/7/21,GB,The United Kingdom,EURO,27100,4930538
7/7/21,GB,The United Kingdom,EURO,28334,4958872
8/7/21,GB,The United Kingdom,EURO,32048,4990920
9/7/21,GB,The United Kingdom,EURO,31977,5022897
10/7/21,GB,The United Kingdom,EURO,35200,5058097
11/7/21,GB,The United Kingdom,EURO,31800,5089897
12/7/21,GB,The United Kingdom,EURO,31352,5121249
13/7/21,GB,The United Kingdom,EURO,33998,5155247
14/7/21,GB,The United Kingdom,EURO,36216,5191463
15/7/21,GB,The United Kingdom,EURO,41748,5233211
16/7/21,GB,The United Kingdom,EURO,47891,5281102
17/7/21,GB,The United Kingdom,EURO,51273,5332375
18/7/21,GB,The United Kingdom,EURO,53969,5386344
19/7/21,GB,The United Kingdom,EURO,47599,5433943
20/7/21,GB,The United Kingdom,EURO,39538,5473481
21/7/21,GB,The United Kingdom,EURO,46125,5519606
